240.361	1348.1	1
353.316	1115.69	1
474.335	923.076	1
406.689	1027.33	1
980.155	435.095	1
454.243	971.631	0.996667
366.17	1093.23	1
290.014	1234.13	1
563.938	808.02	1
133.109	1664.08	1
470.269	1770.04	0.778646
1011.42	414.549	1
1380.92	268.352	0.986799
385.808	1057.51	1
217.398	1417.34	0.996667
334.509	1159.64	1
365.389	1234.28	0.940252
951.972	453.724	1
5100.06	1622.43	0.52
1041.05	395.657	1
612.446	754.48	0.993355
351.32	1121.39	1
707.552	654.144	1
359.405	1115.52	0.996667
354.879	1111.9	1
899.021	504.813	0.996667
1345.94	239.42	1
312.59	1188.87	1
637.003	728.897	1
372.041	1082.2	1
767.148	602.008	1
883.294	509.779	1
389.217	1051.98	1
868.653	515.013	1
392.052	1050.04	1
232.167	1363.01	1
580.802	803.846	0.993355
565.472	815.159	0.993355
443.649	978.234	1
927.229	482.832	0.993355
858.47	525.2	1
633.156	731.358	1
393.106	1046.26	1
667.971	692.536	1
1296.21	261.907	1
155.914	1703.9	0.990066
71.5994	2015.54	0.996667
1208.38	302.888	1
1257.59	327.616	0.980328
1834.3	210.41	0.946203
399.239	1035.1	1
1411.64	233.115	0.996667
204.879	1456.03	0.996667
1507.47	177.639	1
402.743	1029.47	1
522.388	931.373	0.958333
346.692	1128.52	1
1565.07	4675.46	0.531083
107441	80268.5	0.500838
2082.99	92.6449	0.993355
295.472	1769.18	0.917178
59.3872	1982.8	1
377.269	1071.29	1
558.374	823.791	0.996667
1163.85	333.731	1
1125.88	347.097	1
708.228	653.145	1
405.89	1029.16	1
